filename,chroma_C,chroma_Csharp,chroma_D,chroma_Dsharp,chroma_E,chroma_F,chroma_Fsharp,chroma_G,chroma_Gsharp,chroma_A,chroma_Asharp,chroma_B,chroma_allPitches,tonnetz_dim1,tonnetz_dim2,tonnetz_dim3,tonnetz_dim4,tonnetz_dim5,tonnetz_dim6,tonnetz_allDims,spectral_centroid,spectral_bandwidth,spectral_rolloff,rmse,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre
pop.00080.au,0.39151230454444885,0.429697185754776,0.524728536605835,0.38569796085357666,0.3663402497768402,0.4338560700416565,0.44559744000434875,0.5933113694190979,0.43868547677993774,0.4130147397518158,0.4182511270046234,0.3617902398109436,0.4335403,0.09229803348117349,0.10963845716531204,-0.010164794563233553,0.06705427569951573,0.038712339204179276,-0.048381284042873764,0.041526171157345505,2578.9016716667147,3093.308123021562,6384.120096795244,0.13452314,-123.11003875732422,78.5074462890625,12.129486083984375,11.20858383178711,16.1162109375,10.01588249206543,14.280583381652832,1.6879395246505737,13.04011058807373,5.61467170715332,5.4248199462890625,0.16421161592006683,2.695709466934204,1.3186415433883667,0.6323146820068359,0.9570013880729675,-1.5664368867874146,6.2757086753845215,7.807974338531494,6.363476276397705,pop
pop.00022.au,0.5441746711730957,0.42025429010391235,0.4241979122161865,0.3997323513031006,0.3009492754936218,0.3129410445690155,0.36338114738464355,0.4459865391254425,0.34258198738098145,0.32542386651039124,0.3631804585456848,0.4008636474609375,0.38697228,-0.0060522864370692675,0.06808096535421732,0.09011892880884277,0.06851457460723634,-0.0044336481816757345,0.01279407486028549,0.03817043483530603,2624.813689656775,3031.844488344407,6244.770462496374,0.12577392,-127.75247955322266,75.37725830078125,15.298727035522461,14.740519523620605,10.023215293884277,6.241631031036377,10.92538070678711,4.829907417297363,10.929293632507324,6.961052417755127,3.959301471710205,5.130441665649414,6.827752113342285,3.071532964706421,3.3669042587280273,-2.4224040508270264,-2.1354658603668213,-3.336568593978882,-0.5649905204772949,-3.8935675621032715,pop
pop.00073.au,0.3442322015762329,0.4773416519165039,0.4613146483898163,0.38329434394836426,0.4305344820022583,0.36027079820632935,0.5956787467002869,0.4065842032432556,0.35410186648368835,0.4646134376525879,0.3705037534236908,0.43413472175598145,0.42355037,0.1202703346520947,-0.06895204202582718,-0.04808571960774173,-0.15602620967936814,0.007883326057122645,-0.0022997007199633914,-0.024535001887280642,2914.465142852169,3189.87317644374,7086.5305181445765,0.18484113,-82.0563735961914,67.9673080444336,22.861007690429688,13.86378288269043,8.03638744354248,9.048592567443848,11.896141052246094,6.636999607086182,0.7207597494125366,6.380261421203613,-2.6024224758148193,1.1116065979003906,-2.048577070236206,-4.366745471954346,-3.732609510421753,-3.3982162475585938,2.4173316955566406,1.2891594171524048,7.5786452293396,4.909898281097412,pop
pop.00047.au,0.39207130670547485,0.428158164024353,0.5237887501716614,0.38555455207824707,0.36622685194015503,0.4331125020980835,0.44405582547187805,0.5912674069404602,0.43726715445518494,0.413406640291214,0.42197534441947937,0.36400413513183594,0.43340746,0.09343020561295474,0.1090856176140523,-0.00773459703863963,0.06853257227265487,0.04030883450168824,-0.04844031988598811,0.04253038551278704,2579.310087157286,3091.031144658782,6375.8682003154,0.13466883,-123.22834777832031,78.42552947998047,12.156081199645996,11.321154594421387,16.106224060058594,9.971784591674805,14.176109313964844,1.7321250438690186,13.080686569213867,5.541659832000732,5.402005195617676,0.23520749807357788,2.670470952987671,1.3383326530456543,0.6992071270942688,1.1120107173919678,-1.5654627084732056,6.195435047149658,7.648763656616211,6.243628025054932,pop
pop.00016.au,0.3961113691329956,0.442692369222641,0.40839883685112,0.48618707060813904,0.3533451557159424,0.32634198665618896,0.3720000386238098,0.3003985285758972,0.33486807346343994,0.3343523442745209,0.45055487751960754,0.4604812264442444,0.38881102,-0.10547227639403331,-0.10027412224916707,0.08560416894933894,-0.0955920315996585,-0.005031764414758519,0.020750560920018524,-0.03333591079804342,2849.1201735577824,3124.483585158427,6707.526158733323,0.09077041,-181.2763214111328,61.27546691894531,22.99054718017578,24.93711280822754,8.486905097961426,4.172799587249756,6.8665056228637695,1.8407721519470215,7.118192672729492,2.5301430225372314,-2.5350918769836426,-0.2698207199573517,-1.6425796747207642,-4.781827926635742,-3.302546977996826,-4.714705467224121,-3.559506416320801,-3.7029407024383545,-4.042263984680176,0.3330031931400299,pop
pop.00006.au,0.5529875159263611,0.37999168038368225,0.3228166103363037,0.25776588916778564,0.2783624529838562,0.35218408703804016,0.39221736788749695,0.6124786734580994,0.3793782591819763,0.2756549119949341,0.2602577209472656,0.4293574392795563,0.37445438,0.05991388538504433,0.31595509316721343,0.043688446242284434,0.13268368912115971,0.012179670713014573,0.013030520934368104,0.09624188426051399,1528.0352161403853,2356.1164569374464,3569.33242550029,0.07681599,-238.283935546875,103.95875549316406,25.401411056518555,31.385663986206055,13.725987434387207,18.212528228759766,6.53108549118042,15.01429271697998,12.772821426391602,6.304152011871338,1.0293447971343994,1.28943932056427,-4.831257343292236,-3.993445873260498,-0.05788186192512512,-4.63076114654541,-4.719020366668701,-8.737049102783203,-7.288300514221191,-0.029817113652825356,pop
pop.00057.au,0.4064481556415558,0.4392581284046173,0.5190939903259277,0.606848418712616,0.6056215763092041,0.5533206462860107,0.5430432558059692,0.5266904830932617,0.5475316047668457,0.5063856840133667,0.5261124968528748,0.44189995527267456,0.51852125,-0.009079087642110283,-0.006396767043546342,0.04315212610187048,-0.009344241657486927,4.9643430512774714e-05,0.009915284075423483,0.00471615954411043,3007.5696297712875,3260.125774160162,7262.867966937355,0.21861006,-130.81410217285156,39.58726119995117,15.37241268157959,19.63726043701172,15.917986869812012,14.157743453979492,25.75743865966797,12.67348861694336,17.734539031982422,20.031265258789062,3.5437440872192383,3.6903669834136963,-0.875014066696167,2.9413013458251953,11.527839660644531,14.375284194946289,16.167949676513672,11.60251522064209,2.7759194374084473,-3.183405637741089,pop
pop.00063.au,0.36211514472961426,0.251391738653183,0.27391594648361206,0.2429100126028061,0.24911116063594818,0.4368458390235901,0.40573400259017944,0.5009724497795105,0.38340646028518677,0.22402071952819824,0.25158461928367615,0.21795311570167542,0.3166634,-0.05301021260910644,0.1528103152746136,0.08946853914144685,0.09561423405432996,-0.007571167085967952,-0.024877370668921605,0.04207238968439897,1352.2176709922103,1898.2737922911772,2431.411721922129,0.10110279,-191.2960205078125,131.55389404296875,-0.697382390499115,15.1358060836792,5.076659202575684,2.570336103439331,-5.219305038452148,2.2185933589935303,0.2689104676246643,4.4874186515808105,0.673514187335968,3.2262845039367676,-2.806340456008911,-3.773294687271118,-7.742081642150879,-6.988727569580078,-4.466263294219971,-4.51896333694458,2.2126669883728027,8.578694343566895,pop
pop.00032.au,0.4436199963092804,0.4933566451072693,0.37392520904541016,0.4782639443874359,0.47690269351005554,0.34442582726478577,0.3899815082550049,0.4033539295196533,0.4914371073246002,0.38334891200065613,0.3909378945827484,0.4516783654689789,0.42676923,-0.047194618852750635,-0.10138497674949425,-0.0037559679560279207,0.08760183243396454,0.0033074965795423425,-0.008228289566491865,-0.011609087351876449,3502.9575356500754,3414.2212297584088,8026.3141109882545,0.055633202,-196.9921112060547,51.87004470825195,19.80671501159668,16.08681869506836,19.245864868164062,0.21283812820911407,5.759692192077637,-0.5461985468864441,5.124460697174072,0.5307770371437073,1.9731603860855103,1.8749738931655884,4.6154866218566895,0.06498237699270248,0.8215588927268982,-0.9248571991920471,-0.7075888514518738,-1.0450013875961304,-1.643736481666565,1.3932181596755981,pop
pop.00090.au,0.2539632320404053,0.3203811049461365,0.5696117877960205,0.37011680006980896,0.3072660267353058,0.2589535117149353,0.35426971316337585,0.5742344260215759,0.36066463589668274,0.3451347053050995,0.26344063878059387,0.2602636218070984,0.35319173,0.22294503129591972,0.12415110605206704,0.12018662751475825,0.04568906605772351,0.036933177025105374,-0.0448080858050745,0.08418282035674975,2763.9493488117896,3222.8966417478287,7095.715020482889,0.14624909,-117.5960464477539,68.05484771728516,27.989120483398438,24.142993927001953,19.024648666381836,2.8030319213867188,8.058258056640625,2.7787959575653076,6.064815044403076,3.0889344215393066,-1.2076133489608765,-4.787116050720215,-11.564757347106934,-4.9201483726501465,-10.632492065429688,-4.9961256980896,-1.4279990196228027,6.556915760040283,2.5990242958068848,0.1891544610261917,pop
pop.00012.au,0.4202108681201935,0.3592226505279541,0.41133913397789,0.4132596552371979,0.36195826530456543,0.487174391746521,0.33768028020858765,0.3463907539844513,0.33451247215270996,0.39109086990356445,0.4163718819618225,0.3507574200630188,0.38583064,-0.00817068297385273,0.16159106576726165,-0.031184485539425225,-0.010605782602480993,-0.011221472679346632,0.013301639022915729,0.018951713499178496,2113.2149509099595,2416.207950726287,4331.604485390081,0.11595398,-115.16802978515625,93.07272338867188,-11.283662796020508,25.054349899291992,14.485127449035645,8.121527671813965,7.32318115234375,4.455881118774414,-4.872003555297852,2.421945333480835,-6.056920528411865,1.607980728149414,-0.13256940245628357,0.6792585253715515,-4.374845027923584,-8.05195140838623,-6.833123207092285,-2.21237850189209,-1.8570280075073242,-1.7575567960739136,pop
pop.00043.au,0.49681323766708374,0.598852813243866,0.44337382912635803,0.4513609707355499,0.3704206943511963,0.48269665241241455,0.4799935817718506,0.44088250398635864,0.514880895614624,0.44237828254699707,0.4999069273471832,0.46057751774787903,0.47351146,-0.06551718940296862,-0.1167357545763511,-0.03900323917459771,-0.010660946089702432,0.007435083132616653,-0.006247725386002554,-0.03845496191616774,1870.516925055398,2434.9717826760575,4401.799729915893,0.19493696,-125.26545715332031,86.7217025756836,12.284482955932617,42.84609603881836,11.426124572753906,21.715543746948242,12.273517608642578,15.129060745239258,0.6766796708106995,12.674560546875,6.1228485107421875,2.8972525596618652,3.0291695594787598,4.339015007019043,3.0987601280212402,2.282487392425537,1.5539911985397339,1.9261473417282104,3.3576416969299316,3.096771717071533,pop
pop.00084.au,0.45811086893081665,0.4273303151130676,0.5451751351356506,0.36476168036460876,0.3272574245929718,0.2692109942436218,0.33888670802116394,0.44117555022239685,0.4102407991886139,0.5237699747085571,0.4088757336139679,0.3939058482646942,0.40905848,0.11024967976979146,0.03063806719285047,-0.037235333172248725,0.032432286879472555,-0.020912421616028444,0.0038708652587923294,0.01984052405210477,2370.7811976640423,2774.3633884817505,5493.1151210846865,0.11322389,-196.93260192871094,78.02589416503906,7.16102933883667,23.420978546142578,16.786935806274414,-5.468377590179443,8.752196311950684,-8.518064498901367,1.6907778978347778,-0.3763817548751831,0.6729726791381836,1.1987591981887817,2.722022294998169,-0.12023381888866425,-2.957986831665039,-3.4377968311309814,-4.334866046905518,-5.149531364440918,-2.929685592651367,-2.5439131259918213,pop
pop.00077.au,0.45437660813331604,0.4109519124031067,0.4789232909679413,0.4470202922821045,0.4110279679298401,0.49324285984039307,0.4226778447628021,0.5059918761253357,0.4458829164505005,0.47932225465774536,0.42594456672668457,0.3672482371330261,0.44521752,0.019151745342087204,0.04962378887003271,-0.05193316301421683,-0.00949463835281457,-0.008983988493661964,-0.004816515127568552,-0.0010754617960237638,3674.8025488388457,3397.2178656764463,8191.38534793721,0.11110256,-125.36864471435547,45.35409164428711,20.541561126708984,14.178228378295898,15.043023109436035,9.65886116027832,22.493227005004883,3.5769619941711426,6.299695014953613,9.173321723937988,-1.6730209589004517,5.951020240783691,3.495664119720459,-2.0895683765411377,-0.8310009837150574,1.1987746953964233,4.256436824798584,6.028064250946045,4.55987548828125,5.024219036102295,pop
pop.00026.au,0.46360695362091064,0.2873750925064087,0.31638020277023315,0.24584925174713135,0.3232416808605194,0.2670743465423584,0.2503436803817749,0.5415581464767456,0.39110633730888367,0.347108393907547,0.24416346848011017,0.34173229336738586,0.33496165,0.16770270716252553,0.11586530567484432,0.01874038554426933,0.11930047563757608,0.006929755976715829,0.012661706838718666,0.07353338947244152,1831.4004476531657,2473.827366008186,3799.6943993800755,0.13684125,-146.7296142578125,113.783447265625,14.883885383605957,3.303307294845581,9.606252670288086,4.7166361808776855,1.8356186151504517,-6.860154628753662,-0.016089867800474167,4.714197158813477,-8.48238468170166,-5.663616180419922,-0.33282655477523804,-2.634615182876587,0.08143270015716553,-1.3468645811080933,2.4136478900909424,1.9373596906661987,2.495274543762207,1.100860834121704,pop
pop.00036.au,0.4178078770637512,0.358617901802063,0.44905078411102295,0.40817248821258545,0.47623494267463684,0.40276139974594116,0.35686904191970825,0.41763538122177124,0.35934963822364807,0.38401371240615845,0.31053027510643005,0.3944180905818939,0.39462185,0.03461638478642041,0.07236383573220075,0.0013185050684236376,0.04627487253561924,-0.004923947834496372,-0.004118933681649264,0.024255119434419662,2191.146579143164,2952.6862858270742,5547.339490284223,0.17731188,-122.16303253173828,88.08646392822266,27.398902893066406,22.174211502075195,24.562089920043945,3.7364413738250732,8.414732933044434,0.9784688949584961,8.217347145080566,8.324430465698242,1.311009168624878,4.455180644989014,5.753628253936768,3.9873881340026855,2.9456887245178223,3.696100950241089,1.0177263021469116,-1.5543947219848633,-0.4358156621456146,1.6657830476760864,pop
pop.00067.au,0.37904971837997437,0.3872392475605011,0.5467226505279541,0.4881265163421631,0.5031340718269348,0.4261709749698639,0.4222584068775177,0.5205481648445129,0.3969188332557678,0.41296273469924927,0.41915127635002136,0.4641103446483612,0.44719937,0.10093460629453145,-0.007260217310009724,0.05182153367266711,0.038603738422108666,0.013070495814962736,-0.015212185323787219,0.03032632859507866,3474.151620186833,3243.8871266829,7728.796188460702,0.10779292,-135.17735290527344,42.375877380371094,11.603277206420898,19.574161529541016,17.67566680908203,4.5730109214782715,7.041906833648682,2.74372935295105,-0.3678285479545593,3.1133012771606445,-5.39216423034668,1.6223769187927246,0.51677405834198,0.4908839166164398,-0.8653841018676758,-1.728545069694519,3.219083786010742,2.771139144897461,7.124904632568359,3.375333547592163,pop
pop.00094.au,0.400102823972702,0.2610061764717102,0.2840118110179901,0.3708377182483673,0.21996824443340302,0.3371545374393463,0.20648238062858582,0.3626115024089813,0.4067654311656952,0.31779778003692627,0.538690447807312,0.29039809107780457,0.3329856,-0.3125182213283533,0.11466964257478116,-0.009312370429010187,-0.032267214423542565,0.03971082126500744,-0.03683479786749663,-0.03942535670143574,2156.167785303529,2563.0100381703464,4698.285124528712,0.15697321,-106.34435272216797,96.07987213134766,-2.0314793586730957,27.127262115478516,13.65038013458252,-0.7291138172149658,9.74544906616211,-1.6645129919052124,7.928584098815918,-1.9589834213256836,-5.360051155090332,-4.283875465393066,-4.358489036560059,4.375781059265137,-0.5244904160499573,1.8174124956130981,0.3466781675815582,-1.7666317224502563,3.7033228874206543,0.8015314340591431,pop
pop.00053.au,0.259572297334671,0.20845530927181244,0.22560518980026245,0.24268458783626556,0.26481613516807556,0.2850777804851532,0.36375489830970764,0.26658087968826294,0.2321956753730774,0.28101488947868347,0.30970001220703125,0.3891001343727112,0.27737978,0.0337228372487785,0.0329400889027848,0.0695958990122537,0.008445054322930261,-0.001817717798960016,0.019546183154451693,0.02707205747370643,2119.582056978363,2604.3988871086763,4448.7547695221865,0.12899226,-227.54217529296875,67.86026763916016,-20.717435836791992,-17.088008880615234,-12.890478134155273,-29.04250717163086,4.650476932525635,-24.1694278717041,-13.479689598083496,-5.676995754241943,-27.266660690307617,-18.432844161987305,-20.253385543823242,-13.937469482421875,-9.962228775024414,-17.600460052490234,-13.974570274353027,-16.220075607299805,-7.348336696624756,-2.927598714828491,pop
pop.00002.au,0.47582218050956726,0.4334372580051422,0.48286738991737366,0.34017327427864075,0.2877034544944763,0.29968783259391785,0.3275807499885559,0.41156384348869324,0.4216258227825165,0.5607321858406067,0.5467192530632019,0.4258134961128235,0.41781053,0.01763984542490968,0.074952368453331,-0.0425006945366121,-0.024419514244827318,0.017076315683683174,0.0034500616062390216,0.007699730397787153,2520.6276176924694,3146.102508474862,6601.2423982199825,0.14243895,-136.0397186279297,74.03608703613281,31.253305435180664,19.333465576171875,12.119263648986816,9.561995506286621,12.303685188293457,5.250699043273926,7.548642158508301,8.438535690307617,3.521840810775757,7.110818862915039,5.966612815856934,8.577326774597168,8.482194900512695,9.099800109863281,4.243882179260254,4.571220397949219,-1.0415912866592407,-4.4298624992370605,pop
pop.00013.au,0.5437063574790955,0.37905508279800415,0.3295862078666687,0.2289412021636963,0.2465618997812271,0.32459816336631775,0.31566083431243896,0.3601994514465332,0.3471960723400116,0.3783990740776062,0.41182026267051697,0.4083011746406555,0.3561689,-0.040305267806981473,0.31764586115460763,-0.05154916885066189,-0.023917394199344705,0.046240353017831616,-0.002217795660894631,0.040982764609092656,1270.2896116060817,2352.7809475786416,2645.203288138051,0.150948,-240.23448181152344,105.6601791381836,61.08285140991211,37.014102935791016,28.269588470458984,12.732556343078613,7.360809803009033,10.398553848266602,3.50588321685791,16.50829315185547,0.4026639759540558,6.35239315032959,5.206007480621338,3.634178876876831,5.114542007446289,-4.853276252746582,-2.921419858932495,-3.6454901695251465,-1.1279703378677368,-1.1297098398208618,pop
pop.00042.au,0.352455735206604,0.4652615189552307,0.3230676054954529,0.4091516137123108,0.49566102027893066,0.286893367767334,0.3324592113494873,0.3351387083530426,0.4593498706817627,0.3588993549346924,0.3599031865596771,0.37669065594673157,0.3795776,0.033357453174284485,-0.16138320269893178,-0.07532208054113997,0.04097072141243565,0.027842688069806745,0.010318218858599985,-0.020702700287490956,2536.6938142007953,2785.850422657933,5554.783683475928,0.14833729,-113.35689544677734,74.37347412109375,10.15775203704834,29.387489318847656,16.6011962890625,5.568190574645996,14.878389358520508,4.308534622192383,4.311556816101074,6.145151615142822,-2.3181023597717285,4.154421329498291,-1.6184049844741821,-2.4924628734588623,-0.32365715503692627,-4.4947638511657715,-5.863986015319824,-6.385634422302246,-5.747783184051514,1.24953031539917,pop
