chroma_C,chroma_Csharp,chroma_D,chroma_Dsharp,chroma_E,chroma_F,chroma_Fsharp,chroma_G,chroma_Gsharp,chroma_A,chroma_Asharp,chroma_B,chroma_allPitches,tonnetz_dim1,tonnetz_dim2,tonnetz_dim3,tonnetz_dim4,tonnetz_dim5,tonnetz_dim6,tonnetz_allDims,spectral_centroid,spectral_bandwidth,spectral_rolloff,rmse,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre
0.197645291686058,0.2535595595836639,0.5305769443511963,0.6762836575508118,0.6031668186187744,0.4165951907634735,0.4690572023391723,0.5864338278770447,0.5346537232398987,0.4908437728881836,0.4423376023769378,0.271321177482605,0.45603952,-0.2174544933899195,-0.0795250907131057,0.1087676535885598,-0.008917399415601,-0.0233198951990581,0.0542094036488385,-0.0277066369133811,1443.8328604648948,1727.2151797021197,3286.428103701421,0.26595938,-90.71682739257812,128.03282165527344,-34.7298698425293,73.73097229003906,4.348352909088135,28.08752059936523,-0.5214481353759766,17.345399856567383,4.391153812408447,12.304351806640623,2.2642078399658203,5.675271511077881,-6.760372638702393,-0.4775195121765136,-0.2833768725395202,5.876617908477783,-3.955660820007324,-1.2949039936065674,3.513753890991211,-1.2508034706115725,1
0.5556807518005371,0.5548763871192932,0.6462703347206116,0.5244542360305786,0.5091831684112549,0.5023427605628967,0.4738297462463379,0.5061421394348145,0.4822156727313995,0.5378004908561707,0.4386581480503082,0.4635937809944153,0.51625395,0.0545989235443563,0.0539652526817511,-0.0130605689622321,-0.0185450423387876,-0.0203183818085752,0.0092820408501952,0.0109870373277845,2375.371970892923,2231.730875808409,4898.1542175717805,0.17008242,-66.68023681640625,88.36957550048828,-27.54822158813477,53.18235778808594,-9.19176197052002,27.966815948486328,-8.108184814453125,26.296600341796875,-8.240403175354004,12.689763069152832,-7.128515243530273,13.68277359008789,-8.36914348602295,7.960475921630859,-6.297390937805176,8.126194953918457,-4.967942237854004,6.167455673217773,0.3678146004676819,2.692185401916504,1
0.4127188622951507,0.3676887452602386,0.3382495045661926,0.4341043531894684,0.5928274393081665,0.4226458370685577,0.2987408339977264,0.387749582529068,0.4409409165382385,0.5074865818023682,0.4581852555274963,0.3974884450435638,0.42156887,0.0227868188215988,0.0018893904951404,-0.0058654407118518,0.0492376092812715,0.0124517434606577,0.0192296028364815,0.0166216206972162,1988.333597965314,1987.1486341855384,4148.097629060325,0.13327341,-129.66246032714844,104.03298950195312,-26.970752716064453,68.23634338378906,2.4252638816833496,22.58434677124023,-12.08262825012207,17.048147201538086,-5.671187877655029,13.662891387939451,-2.7942140102386475,5.380840301513672,-2.9976460933685303,2.975843906402588,-5.8246588706970215,3.941298246383667,-5.99215030670166,-1.9724137783050537,2.3911654949188232,-3.85957145690918,1
0.491189181804657,0.5671547055244446,0.5893077254295349,0.4694332778453827,0.4956546127796173,0.5057379603385925,0.5926013588905334,0.6455464363098145,0.4796517789363861,0.4200581014156341,0.4011086821556091,0.4684150516986847,0.51048833,0.0369641475931368,-0.0494996153453352,-0.0031528592636209,-0.0415466959009845,0.0036428843428889,0.0239003711734442,-0.0049486279000785,2241.159282890759,2115.9491769402007,4490.771994181409,0.13896145,-95.38948059082033,92.07624816894533,-28.034975051879883,52.78475570678711,-3.020197868347168,25.39544105529785,-6.132023334503174,20.092926025390625,-10.223895072937012,12.403390884399414,-8.271535873413086,11.690027236938477,-9.267027854919434,2.800757646560669,-4.434638500213623,5.498720645904541,-6.276275157928467,3.827627182006836,-0.4281639754772186,4.651005268096924,1
0.4556035101413727,0.366033524274826,0.405422180891037,0.4740572273731231,0.5209508538246155,0.4653507769107818,0.5756770372390747,0.598738968372345,0.511572539806366,0.4698039293289184,0.4592580795288086,0.5184348821640015,0.4850753,0.0313089690898316,-0.0334038647686807,0.0474330843768419,0.020461066792397,0.0008657025693308,-0.0013408164658683,0.0108873569323085,2986.8439276969357,2458.8502452076336,5817.953399162558,0.110896595,-76.82907104492188,68.00132751464844,-11.25452709197998,76.37179565429688,-17.47722625732422,25.340322494506836,-17.897216796875,20.36890983581543,-21.417898178100582,14.21831512451172,-15.766987800598145,12.519556999206545,-18.503286361694336,10.830413818359377,-13.701789855957031,4.86767053604126,-11.978017807006836,1.642398238182068,-7.640707969665527,2.228670835494995,1
0.4320267140865326,0.3545735478401184,0.4269151389598846,0.430883526802063,0.4870626330375671,0.4912399649620056,0.4814712405204773,0.5296461582183838,0.5552486777305603,0.5707990527153015,0.4061333537101745,0.4711631238460541,0.46976364,0.0381358282411118,0.0223892371103204,-0.0123600043998912,0.0442165110133476,-0.0002880381104955,-0.0030675707925153,0.0148376605103128,2760.046329528715,2242.6417558261733,5259.580621918503,0.095366985,-86.23197937011719,76.771484375,-42.36281967163086,53.99219512939453,-8.330779075622559,29.406782150268555,-7.896939754486084,26.65984535217285,-14.230666160583496,18.459009170532227,-17.95420265197754,9.866013526916504,-19.03006362915039,6.477734565734863,-8.350163459777832,4.8721022605896,-11.78312873840332,1.6611496210098269,-10.603471755981444,-3.778468370437622,1
0.3788054883480072,0.3449303805828094,0.365692138671875,0.3344389200210571,0.4340945780277252,0.3538826107978821,0.4769836068153381,0.4957784116268158,0.447594404220581,0.5146252512931824,0.4070765972137451,0.42390176653862,0.414817,0.0160897540158551,-0.0439370053224563,0.0065639800098933,-0.0067012020331294,-0.0021989764050941,0.0206596765945228,-0.0015872955234015,2743.0733398472703,2450.876885391094,5626.144685324826,0.048833318,-197.2598114013672,74.1358413696289,-10.7363862991333,54.70554733276367,-7.601420402526856,18.409927368164062,-18.8797550201416,11.596196174621582,-14.562566757202148,18.414226531982425,-16.470966339111328,12.570959091186523,-10.469237327575684,12.352261543273926,-6.260324954986572,10.485498428344728,-7.0642619132995605,3.727806329727173,-3.2286577224731445,0.6580454111099243,1
0.5728363990783691,0.4914613962173462,0.5084932446479797,0.516661524772644,0.5884082913398743,0.4832328557968139,0.5038366913795471,0.5717194676399231,0.5299808382987976,0.4687192738056183,0.4964865446090698,0.575283408164978,0.5255933,0.0754386875755088,-0.0083110706379147,0.0371546382134907,0.0428455825376468,0.0046059878642359,-0.010276709854306,0.0235761859497768,3046.637596378214,2324.274183020366,5734.984785110933,0.10841584,-76.30138397216797,61.76604080200195,-37.11394500732422,62.442501068115234,-14.82613754272461,34.56098937988281,-11.486592292785645,30.955881118774418,-12.274118423461914,22.304582595825195,-7.507652282714844,17.84062385559082,-11.123554229736328,10.227721214294434,-10.797043800354004,5.155609607696533,-7.719316482543945,2.585399866104126,-3.081899881362915,2.6620094776153564,1
0.3391911387443542,0.3299745321273803,0.4032535552978515,0.4604595601558685,0.695659875869751,0.5916483402252197,0.4987155199050903,0.4401516914367676,0.5192453265190125,0.3857061564922333,0.3195383846759796,0.5050979852676392,0.4573868,0.0371440944102094,-0.0251988753641281,0.0252402078832821,0.0618767483751969,-0.0062815931335866,-0.0162519945050694,0.0127547646109839,2340.9255024734985,2140.6274607808523,4716.54588031105,0.2085754,-29.381208419799805,101.87547302246094,-29.112329483032227,69.73011016845703,-16.168983459472656,19.43852806091309,-18.33917999267578,19.06260871887207,-18.282995223999023,15.27957820892334,-8.24422836303711,2.4893925189971924,-14.794669151306152,4.604305267333984,-12.242908477783203,5.262514591217041,-10.682246208190918,6.413686275482178,-6.4074387550354,-7.017360687255859,1
0.3787466287612915,0.3427694439888,0.4195717573165893,0.4433659017086029,0.5501291155815125,0.5149911642074585,0.5224714279174805,0.5495092272758484,0.4514314532279968,0.3836544752120971,0.337814599275589,0.4385920166969299,0.44442058,0.0268845251292882,0.0214282373579203,0.0162057386911474,0.0511721599824028,0.0007558604575684,-0.0088958815525286,0.017925106677633,2644.877602637342,2268.1246416585423,5176.9201008736945,0.091984704,-105.01982879638672,80.71131896972656,-28.52495765686035,66.80887603759766,-20.705503463745117,29.1174259185791,-9.361180305480955,22.35022354125977,-12.045785903930664,13.597408294677734,-14.73317527770996,11.056682586669922,-15.270405769348145,5.311226844787598,-14.495983123779297,4.748025894165039,-11.45517921447754,-0.1124913319945335,-6.50169038772583,-2.6687662601470947,1
