PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,genre
-2.2793686276184375,-1.3317906938347015,-1.0348176240287876,-0.4845275071127071,1.3327863307616437,-1.2411789915275802,0.8275032623099859,-0.4717878408451723,0.033642417354571005,-0.21990407796869002,4
-2.4088016027377264,-2.4573270454320255,-0.4789705611561009,-0.8683416258525645,0.2965789314716122,-1.1020441019911373,-2.3649683256920118,-0.07652390589800469,0.13748368389976237,-1.997230626875568,2
-0.36652430716611745,-2.724044706430811,1.1435442423131241,2.2133425297704257,-0.9281452199178492,-1.5464952004315444,1.2127521719129633,3.315430290905865,1.6708992068976791,-0.4727258080494843,3
-4.174295198059185,-3.201024798348239,2.4926988330272457,1.730772303631261,-1.740897170018232,-0.7405955288224668,0.16596704406757873,1.0112428656254282,1.27744048168933,-0.8527108778013345,2
-2.5928882629965386,-3.1213283330196555,0.924809546736051,0.5250135646794112,-0.7627318411374834,0.007898074207351427,-0.09462992577046067,1.3948636039863864,0.8979698304526198,-0.7321054419842608,3
0.11142288531618977,-1.1612569212489778,-0.2085954658874048,0.703432645764486,0.3929579016743951,1.1486150254121348,-0.5031661557436423,1.1412049110398292,0.3425275185743645,-0.1489280559805456,6
-2.4107476217349952,5.110999771915265,-0.868036434083386,1.2252188334179954,1.8355411610187122,0.09829575287640803,0.617814320750659,-0.9517220584545688,0.21583149649988384,-0.2661665448919592,2
-0.8124597787372981,-4.153917418573881,-0.2294135561240537,-3.1045313846127183,-1.774181619933861,-0.61477502666739,0.7556978858776134,1.362246521858997,-0.23635676926982144,0.9545211204374845,3
-5.967637680660639,-1.6490974087645087,-0.5303633789765176,0.6676066613129006,-0.34731987427904226,0.6259225122065986,-0.03019023297182661,-0.04842706280873065,0.7282708070998926,-0.28057558809184874,1
1.147679525005116,-2.3153673578480447,0.5391601059072784,0.1060110368732183,1.049869296424536,-0.27535847878055375,-0.6773251239655715,-0.7875422301670013,2.0991346493907574,0.4383989820985408,6
-1.912819640195311,-2.8519816471096937,-1.9491190177925106,-0.07879038621129202,-1.5882874808321947,-1.3290743925315835,1.5402175904186732,0.9858751844945954,-0.7825126399400921,0.8121726230962466,7
-0.69059903707062,3.9051058514255326,2.9996499407023705,0.06172247063771053,-1.5829206471614423,-0.5898684620853435,0.33152596412629265,0.7632354039203793,-0.26789187378646245,0.8753804658646902,2
4.184087563665162,-1.666746736093067,3.894945807910119,1.7825920152998118,2.1541992635085245,0.2615433554931651,-0.6950036785690107,-1.5718886432684884,-1.48813809280974,-0.5205485116304134,3
-4.081431342301258,-2.523576677497986,0.06321652141012404,-0.24150104855293333,0.30585486766003406,-0.5533280376863221,0.5468596781420776,0.27912115104699947,0.11194075669588946,0.06292050157753161,2
-5.930947002027316,-2.6575360624584468,-0.9420034519503437,-0.2047086069553466,0.5643209907800264,-1.138768207964419,0.6797159114106247,-0.17555674573875185,0.504705260214453,1.0247887575190593,1
-0.4286196976828732,2.9046163221588572,-0.09510390566549048,-0.45726026861862995,1.8397463554983662,0.3434743043034326,0.2966945225426425,-0.7828072008779969,0.09368828136313095,0.3246351855860606,4
-4.521484111081,-3.333690166211417,1.6010129494702923,-0.8053675356016285,1.325863160703418,-0.3941692427837134,-0.050192201608838,-0.1254194200045126,-0.24209291211320763,0.4003210204445134,1
0.3596041226227523,3.9469460271473205,1.1187752412558785,-4.391907175017341,-2.1268668310996093,0.30107316214595436,1.1094068957101966,1.7665462037534756,0.15569478378399065,0.2566041048481181,0
1.2898834195391762,1.8098087523275448,0.4292614654267272,-0.997230044758592,0.5956406158298966,-1.3110842145091084,1.4786288515989987,-1.3506694530063221,0.13026164535787266,1.2458916309863581,2
4.7462837793007475,-0.28106896503776896,-2.706738427068238,1.8944920203707796,0.2647425984417691,-0.8712737899108943,-0.08434666732895592,1.304055879035587,-0.6477584764240828,-0.5885642230861711,9
0.31306498237270236,-1.7104358669503377,-0.8742138063762778,0.13415002532673326,-0.6665731044870631,0.6521241975908627,-0.32707389115276525,-0.14142640670493747,-0.3803556810507348,-0.4810321604884415,3
6.284755616413241,0.14394873296933378,-1.6092844945357314,-1.4641965713700482,0.14068474390058863,0.0681293428066914,-1.8588676422545163,1.7873892880240947,2.4714327423088744,-0.27843093519350887,5
