filename,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,genre
pop.00080.au,0.39151227474212646,0.429697185754776,0.5247284770011902,0.38569796085357666,0.3663402497768402,0.4338560700416565,0.44559744000434875,0.5933113098144531,0.4386855363845825,0.41301479935646057,0.4182511270046234,0.3617902100086212,0.092298034773705,0.1096384637286796,-0.010164794622296547,0.06705427402702462,0.03871233820690908,-0.048381285464797336,pop
pop.00022.au,0.5441746711730957,0.42025429010391235,0.4241979122161865,0.3997323513031006,0.30094924569129944,0.3129410445690155,0.36338114738464355,0.4459865391254425,0.34258198738098145,0.32542386651039124,0.3631804585456848,0.4008636474609375,-0.006052286532380054,0.06808096820712788,0.09011892925541663,0.06851457354122133,-0.004433649650680332,0.012794074473134767,pop
pop.00073.au,0.3442321717739105,0.4773416519165039,0.4613145589828491,0.38329431414604187,0.4305344820022583,0.36027079820632935,0.5956787467002869,0.4065842032432556,0.35410189628601074,0.4646134078502655,0.3705037534236908,0.43413472175598145,0.12027033800755631,-0.06895204217225348,-0.04808571958901444,-0.15602620653894553,0.007883325503205005,-0.002299700171829997,pop
pop.00047.au,0.39207130670547485,0.428158164024353,0.5237887501716614,0.38555455207824707,0.36622685194015503,0.4331124424934387,0.44405582547187805,0.5912673473358154,0.43726709485054016,0.413406640291214,0.42197540402412415,0.36400410532951355,0.09343020566524192,0.109085615384084,-0.007734598316056943,0.0685325730790088,0.04030883492476778,-0.04844031831154516,pop
pop.00016.au,0.3961113691329956,0.442692369222641,0.40839883685112,0.4861871600151062,0.3533451557159424,0.32634198665618896,0.3720000386238098,0.3003985285758972,0.33486807346343994,0.3343523442745209,0.45055481791496277,0.4604811668395996,-0.10547227842757172,-0.10027412200386122,0.0856041720713944,-0.09559203226627802,-0.0050317619165150965,0.02075056198783424,pop
pop.00006.au,0.5529875159263611,0.37999168038368225,0.3228165805339813,0.25776588916778564,0.2783624529838562,0.35218408703804016,0.39221736788749695,0.6124786734580994,0.3793782889842987,0.2756549119949341,0.2602577209472656,0.4293574094772339,0.05991388439900665,0.3159550942034702,0.04368844664708203,0.13268368288785304,0.012179670729232872,0.013030519305093809,pop
pop.00057.au,0.4064481258392334,0.4392581582069397,0.519093930721283,0.606848418712616,0.6056215763092041,0.5533206462860107,0.5430432558059692,0.5266904830932617,0.5475316047668457,0.5063856840133667,0.5261124968528748,0.44189995527267456,-0.009079086552080312,-0.006396765959421155,0.043152125185673795,-0.009344241406829342,4.964537171966708e-05,0.009915282503051341,pop
pop.00063.au,0.36211514472961426,0.2513917088508606,0.27391597628593445,0.2429100126028061,0.24911116063594818,0.4368458390235901,0.40573400259017944,0.5009724497795105,0.38340646028518677,0.22402071952819824,0.25158461928367615,0.21795311570167542,-0.05301021235495951,0.1528103179919101,0.08946854584941834,0.09561423687494806,-0.007571168792945034,-0.024877373157310364,pop
pop.00032.au,0.4436199963092804,0.4933566451072693,0.37392523884773254,0.4782639443874359,0.47690269351005554,0.34442585706710815,0.3899815082550049,0.4033539295196533,0.4914371073246002,0.38334891200065613,0.3909378945827484,0.4516783356666565,-0.047194618967145024,-0.10138497998705491,-0.003755968301762519,0.08760183735059864,0.003307497107573087,-0.008228290242294963,pop
pop.00090.au,0.2539632320404053,0.3203811049461365,0.5696117877960205,0.37011680006980896,0.3072660267353058,0.2589535117149353,0.35426971316337585,0.5742343664169312,0.36066463589668274,0.3451347053050995,0.26344063878059387,0.2602636218070984,0.22294503363712642,0.12415111122827131,0.12018663354710671,0.04568907220135529,0.036933177339179175,-0.044808086920248645,pop
pop.00012.au,0.42021095752716064,0.3592226505279541,0.41133913397789,0.41325968503952026,0.36195826530456543,0.487174391746521,0.33768028020858765,0.3463907539844513,0.33451247215270996,0.39109086990356445,0.4163718819618225,0.3507574498653412,-0.008170687283889375,0.16159106426404868,-0.031184484445679415,-0.010605778606365258,-0.011221473052055895,0.01330163839807247,pop
pop.00043.au,0.49681323766708374,0.598852813243866,0.44337382912635803,0.45136094093322754,0.3704206347465515,0.48269665241241455,0.4799935519695282,0.44088250398635864,0.514880895614624,0.44237828254699707,0.4999069273471832,0.46057751774787903,-0.06551719100263398,-0.11673574953187235,-0.039003244246092104,-0.010660947541067464,0.007435082896203599,-0.006247727441322713,pop
pop.00084.au,0.45811086893081665,0.4273303151130676,0.5451750755310059,0.36476168036460876,0.3272573947906494,0.2692109942436218,0.33888670802116394,0.44117555022239685,0.4102407991886139,0.5237699747085571,0.4088757336139679,0.3939058482646942,0.11024967722940494,0.03063806882561594,-0.03723533150624013,0.0324322860082934,-0.020912425218052647,0.003870864299738959,pop
pop.00077.au,0.45437660813331604,0.4109519124031067,0.4789232909679413,0.4470202922821045,0.4110279679298401,0.49324285984039307,0.4226778447628021,0.5059918761253357,0.4458828270435333,0.47932228446006775,0.42594456672668457,0.3672482371330261,0.019151745598892586,0.04962378902368047,-0.05193316288024467,-0.009494639078857227,-0.008983991408591217,-0.004816515586027035,pop
pop.00026.au,0.46360695362091064,0.2873750925064087,0.31638020277023315,0.24584925174713135,0.3232416808605194,0.2670743465423584,0.2503436803817749,0.5415581464767456,0.39110633730888367,0.3471084237098694,0.24416346848011017,0.3417322635650635,0.16770270931231857,0.11586530050647853,0.018740389246510655,0.1193004738149065,0.006929754833792837,0.012661706531789175,pop
pop.00036.au,0.41780781745910645,0.358617901802063,0.44905078411102295,0.4081724286079407,0.47623491287231445,0.40276139974594116,0.35686901211738586,0.41763535141944885,0.35934963822364807,0.38401371240615845,0.31053027510643005,0.3944180905818939,0.034616385622645456,0.07236383579477476,0.0013185065061033427,0.04627486808068488,-0.004923948584593173,-0.0041189334444969375,pop
pop.00067.au,0.37904971837997437,0.3872392475605011,0.5467226505279541,0.4881264567375183,0.5031340718269348,0.4261709749698639,0.4222584068775177,0.5205481648445129,0.39691880345344543,0.41296273469924927,0.41915130615234375,0.4641103446483612,0.10093459965617746,-0.007260216737982733,0.05182153199513403,0.03860374788011078,0.013070496138081348,-0.01521217966382373,pop
pop.00094.au,0.400102823972702,0.2610061764717102,0.2840118110179901,0.3708377182483673,0.21996824443340302,0.3371545374393463,0.2064824104309082,0.3626115024089813,0.4067654311656952,0.31779778003692627,0.538690447807312,0.29039812088012695,-0.3125182228947203,0.11466964186864942,-0.009312373508208955,-0.03226721410193736,0.03971082076832173,-0.036834796358058995,pop
pop.00053.au,0.259572297334671,0.20845530927181244,0.22560518980026245,0.24268458783626556,0.2648161053657532,0.2850777804851532,0.36375489830970764,0.26658087968826294,0.232195645570755,0.2810148596763611,0.30970001220703125,0.3891001343727112,0.03372283220678556,0.03294008882046475,0.06959589991557537,0.008445051049435852,-0.0018177138320238943,0.019546179847689332,pop
pop.00002.au,0.47582218050956726,0.4334372282028198,0.48286738991737366,0.34017327427864075,0.2877034544944763,0.29968783259391785,0.3275807797908783,0.41156378388404846,0.4216258227825165,0.5607321858406067,0.5467192530632019,0.4258134961128235,0.017639847306768836,0.07495236967007839,-0.042500692045162144,-0.02441951691778793,0.017076315539589743,0.0034500602229404877,pop
pop.00013.au,0.5437064170837402,0.37905508279800415,0.3295862078666687,0.2289412021636963,0.2465618997812271,0.32459819316864014,0.31566083431243896,0.3601994216442108,0.3471960425376892,0.3783990740776062,0.4118202030658722,0.4083011746406555,-0.04030526818633355,0.3176458630743329,-0.05154916701430698,-0.023917400841590608,0.046240352443407205,-0.0022177960595248223,pop
pop.00042.au,0.352455735206604,0.4652615189552307,0.3230676054954529,0.4091516137123108,0.49566102027893066,0.286893367767334,0.3324592411518097,0.3351387083530426,0.4593498706817627,0.35889938473701477,0.3599032461643219,0.37669071555137634,0.033357449226099865,-0.16138320111710777,-0.07532208274879942,0.04097071939204909,0.027842688419436067,0.01031821959562692,pop
pop.00085.au,0.35904428362846375,0.3958704471588135,0.5568016171455383,0.3690064549446106,0.403913289308548,0.3799956142902374,0.4664064943790436,0.5865885019302368,0.49214431643486023,0.5586355924606323,0.38573265075683594,0.372547447681427,0.09569955216655092,0.1017190798642949,0.13303893733674577,-0.015276569557792075,0.04118564339761381,-0.03479246886662073,pop
pop.00076.au,0.4100647568702698,0.505161702632904,0.3564026653766632,0.4055105447769165,0.47013771533966064,0.4964800179004669,0.5786790251731873,0.493683397769928,0.5314858555793762,0.5526341795921326,0.44513025879859924,0.4609726667404175,-0.04387319559016551,-0.07274281709739244,-0.10377423998691604,-0.1113289032334553,-0.028652460800036812,0.04802187758354558,pop
