PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,genre
1.8898439284063469,-1.1328091001870273,-1.3908075196897474,-0.3482132745290204,1.314840917910808,2.1329387958877395,0.4463316573711963,-0.5169619982827659,0.3518320241035582,-0.11245405444267517,-1.0062125355060834,4
1.7805495749302205,-2.4450396694268726,-0.40803863186077244,-0.7992621398932273,0.7865443046430369,0.5939171945397411,-2.7377713154841654,-1.1205091261604587,-0.1701570646088752,0.8693916844721545,-0.8404425941464629,2
-0.13780492373211006,-2.642707602125877,-0.02429178633892599,1.4041194454767203,-2.60964201683626,1.3042429019337023,-0.47971790361201794,3.6265427222750404,-1.2241569316993193,1.3261710455005826,-0.7051503965645373,3
2.8602105818396986,-3.6081496928659504,1.5025560282130113,1.7000381480192943,-2.555986336955549,-0.5336202252772041,-0.5651107018082075,0.9473152961351254,0.29821572397945284,1.0828594194199266,-1.5691909694107595,2
1.7827212564376624,-3.470627519644829,0.47091687910232677,0.8071979879901249,-1.1469207112112276,-0.8407103947594121,-0.6510411054776625,1.8003479012528163,-0.7495261387218982,0.8281249303917205,0.1927703155754135,3
-0.779461529292142,-0.46049613479125134,-0.033512163499866264,1.196337570113277,0.7830818696916817,-1.3955961733472555,-0.19824686158488192,0.5631932181653913,-1.1281718219227246,-0.3211942916626569,-1.195074752144179,6
3.65828219981558,4.5904088428206204,-0.6387902102729222,1.6459697884919837,0.9927872275146412,0.9011134711204851,0.8577408644880583,-0.7041782431908898,0.4960302665086848,-0.10439784616707028,-0.4590862310401478,2
-0.21997687173579167,-3.4116342315442503,0.3141704585459817,-4.139886860246136,-0.20806405959388546,-0.3638112155960344,0.5085997665098548,1.0938837962608918,-1.0931345050944992,-0.7499276315440664,0.45773499722476185,3
5.77660606953497,-1.6739635970770461,-1.1722553418465447,0.45035326392022806,-0.727328613873977,-0.6173255077979042,-0.05388663711322308,0.17399585971867643,0.627431690279686,0.4338056669376324,-0.8259679101661869,1
-1.8146077142343628,-1.9515954828935438,-0.12945187716290357,1.0132573240179745,1.282429625643285,0.35058015397195774,-0.940320100419452,0.8582507010930506,2.166209113571082,0.4815072817606384,1.3046075084707,6
1.4333793475438183,-1.23310011391574,-2.7766911142710287,-1.6656991558359,-1.525611411123307,0.8439948205283669,0.7858530315572566,0.9952776721039971,-1.1886458445796766,-0.29696028248221884,1.6499467663440288,7
1.254777827085873,2.1610473535895203,3.7933651360265874,0.22454648217864343,-2.4473878400536173,-0.15922796851066276,-0.2584712499981758,0.6302045433951918,-0.5939108756241309,-0.8687784172489368,0.412941358238331,2
-4.778631552203141,-1.7360827869517732,3.288473995068507,4.234469724923307,-0.5167149622410152,-0.4218327415102218,0.008190690062079588,-2.4389953241405866,0.332764107855029,-0.7237644164569298,0.2881679967216929,3
3.360767624387497,-2.897788496091603,-0.3875167503927502,-0.2625772393372002,-0.0622143610201607,0.8259451394239479,0.37855182824096323,0.0013077773760274045,0.1792366235787326,0.09308644304119838,-0.9427911198108974,2
5.733949781795455,-2.9369787558277416,-1.326774371528396,-0.7967839690139668,0.001744195418618132,1.3835996418062524,0.031016627537750398,0.8574153395827774,0.7245204422412864,-0.035245610504614576,0.22333091806125954,1
0.9134073913069246,1.946280025047331,0.43751380668580747,0.5356844860878953,1.714536638333331,0.45883424453872296,0.4414209001482107,-0.018220209430288323,0.9016736891916219,-1.1752864058265298,-0.5890651862596508,4
3.7700064425218724,-4.120823818597107,1.4096958679826337,0.27065514409893104,1.1365037402189522,1.0607956567924335,0.3686395170769916,-0.6359876912090671,-0.2771921704862188,-0.5661507502970795,-0.09474224826236757,1
0.08994660795169596,2.798141898965391,3.347157233414032,-4.249311741900439,0.5118621218889746,-1.1515759909260979,0.8998211226583847,2.0481280131762643,-0.9668108768907293,-0.37965812224334367,1.3603298269312782,0
-1.1423590743869287,0.7802564614421165,0.744628881551406,-1.583662089429271,0.29774094799449446,2.4479444044057357,1.3827841735379247,-0.20016932247311917,2.2591751961480253,-0.7590343764305549,0.058031327054965234,2
-4.196304536382063,1.8585068512415492,-3.322038771666285,0.6654468259358396,-0.6481814297345324,0.7835643159745314,-0.9133375372710685,0.19629014933331726,-1.1192859707883867,1.2514152122768163,-0.053873567873782224,9
-0.6952884290941099,-0.48846978875852515,-1.2057312496867951,-0.09290948138920291,-0.11793865287228072,-1.0468591934973137,-0.021124187887293425,-0.5388859176731164,-0.1349609416997855,0.23786858521493437,-0.17359235213599544,3
