tonnetz_dim1,tonnetz_dim2,tonnetz_dim3,tonnetz_dim4,tonnetz_dim5,tonnetz_dim6,tonnetz_allDims,spectral_centroid,spectral_bandwidth,spectral_rolloff,rmse,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre
0.0922980334811734,0.109638457165312,-0.0101647945632335,0.0670542756995157,0.0387123392041792,-0.0483812840428737,0.0415261711573455,2578.9016716667147,3093.308123021562,6384.120096795244,0.13452314,-123.11003875732422,78.5074462890625,12.129486083984377,11.20858383178711,16.1162109375,10.01588249206543,14.280583381652832,1.6879395246505735,13.04011058807373,5.61467170715332,5.4248199462890625,0.1642116159200668,2.695709466934204,1.3186415433883667,0.6323146820068359,0.9570013880729676,-1.5664368867874146,6.2757086753845215,7.807974338531494,6.363476276397705,0
-0.0060522864370692,0.0680809653542173,0.0901189288088427,0.0685145746072363,-0.0044336481816757,0.0127940748602854,0.038170434835306,2624.813689656775,3031.844488344407,6244.770462496374,0.12577392,-127.75247955322266,75.37725830078125,15.29872703552246,14.740519523620604,10.023215293884276,6.241631031036377,10.92538070678711,4.829907417297363,10.929293632507324,6.961052417755127,3.959301471710205,5.130441665649414,6.827752113342285,3.071532964706421,3.3669042587280273,-2.4224040508270264,-2.1354658603668213,-3.336568593978882,-0.5649905204772949,-3.893567562103271,0
0.1202703346520947,-0.0689520420258271,-0.0480857196077417,-0.1560262096793681,0.0078833260571226,-0.0022997007199633,-0.0245350018872806,2914.465142852169,3189.87317644374,7086.5305181445765,0.18484113,-82.0563735961914,67.9673080444336,22.861007690429688,13.86378288269043,8.03638744354248,9.048592567443848,11.896141052246094,6.636999607086182,0.7207597494125366,6.380261421203613,-2.6024224758148193,1.1116065979003906,-2.048577070236206,-4.366745471954346,-3.732609510421753,-3.3982162475585938,2.4173316955566406,1.2891594171524048,7.5786452293396,4.909898281097412,0
0.0934302056129547,0.1090856176140523,-0.0077345970386396,0.0685325722726548,0.0403088345016882,-0.0484403198859881,0.042530385512787,2579.310087157286,3091.031144658782,6375.8682003154,0.13466883,-123.22834777832033,78.42552947998047,12.156081199645996,11.321154594421388,16.106224060058594,9.971784591674805,14.176109313964844,1.7321250438690186,13.080686569213867,5.541659832000732,5.402005195617676,0.2352074980735778,2.670470952987671,1.3383326530456543,0.6992071270942688,1.1120107173919678,-1.5654627084732056,6.195435047149658,7.648763656616211,6.243628025054932,0
-0.1054722763940333,-0.100274122249167,0.0856041689493389,-0.0955920315996585,-0.0050317644147585,0.0207505609200185,-0.0333359107980434,2849.1201735577824,3124.483585158427,6707.526158733323,0.09077041,-181.2763214111328,61.27546691894531,22.99054718017578,24.93711280822754,8.486905097961426,4.172799587249756,6.8665056228637695,1.8407721519470217,7.118192672729492,2.530143022537231,-2.5350918769836426,-0.2698207199573517,-1.6425796747207642,-4.781827926635742,-3.302546977996826,-4.714705467224121,-3.559506416320801,-3.7029407024383545,-4.042263984680176,0.3330031931400299,0
0.0599138853850443,0.3159550931672134,0.0436884462422844,0.1326836891211597,0.0121796707130145,0.0130305209343681,0.0962418842605139,1528.0352161403853,2356.1164569374464,3569.33242550029,0.07681599,-238.283935546875,103.95875549316406,25.401411056518555,31.385663986206055,13.725987434387209,18.21252822875977,6.53108549118042,15.01429271697998,12.772821426391602,6.304152011871338,1.0293447971343994,1.28943932056427,-4.831257343292236,-3.993445873260498,-0.0578818619251251,-4.63076114654541,-4.719020366668701,-8.737049102783203,-7.288300514221191,-0.0298171136528253,0
-0.0090790876421102,-0.0063967670435463,0.0431521261018704,-0.0093442416574869,4.9643430512774714e-05,0.0099152840754234,0.0047161595441104,3007.5696297712875,3260.125774160162,7262.867966937355,0.21861006,-130.81410217285156,39.58726119995117,15.37241268157959,19.63726043701172,15.917986869812012,14.157743453979492,25.75743865966797,12.67348861694336,17.734539031982422,20.031265258789062,3.5437440872192383,3.690366983413696,-0.875014066696167,2.9413013458251953,11.527839660644531,14.375284194946287,16.167949676513672,11.60251522064209,2.7759194374084473,-3.183405637741089,0
-0.0530102126091064,0.1528103152746136,0.0894685391414468,0.0956142340543299,-0.0075711670859679,-0.0248773706689216,0.0420723896843989,1352.2176709922103,1898.2737922911772,2431.411721922129,0.10110279,-191.2960205078125,131.55389404296875,-0.697382390499115,15.1358060836792,5.076659202575684,2.570336103439331,-5.219305038452148,2.2185933589935303,0.2689104676246643,4.4874186515808105,0.673514187335968,3.2262845039367676,-2.806340456008911,-3.773294687271118,-7.742081642150879,-6.988727569580078,-4.466263294219971,-4.51896333694458,2.2126669883728027,8.578694343566895,0
-0.0471946188527506,-0.1013849767494942,-0.0037559679560279,0.0876018324339645,0.0033074965795423,-0.0082282895664918,-0.0116090873518764,3502.957535650075,3414.2212297584088,8026.3141109882545,0.055633202,-196.9921112060547,51.87004470825195,19.80671501159668,16.08681869506836,19.245864868164062,0.212838128209114,5.759692192077637,-0.5461985468864441,5.124460697174072,0.5307770371437073,1.9731603860855105,1.8749738931655884,4.6154866218566895,0.0649823769927024,0.8215588927268982,-0.9248571991920472,-0.7075888514518738,-1.0450013875961304,-1.643736481666565,1.393218159675598,0
0.2229450312959197,0.124151106052067,0.1201866275147582,0.0456890660577235,0.0369331770251053,-0.0448080858050745,0.0841828203567497,2763.9493488117896,3222.8966417478287,7095.715020482889,0.14624909,-117.5960464477539,68.05484771728516,27.98912048339844,24.142993927001953,19.024648666381836,2.8030319213867188,8.058258056640625,2.7787959575653076,6.064815044403076,3.088934421539306,-1.2076133489608765,-4.787116050720215,-11.564757347106934,-4.9201483726501465,-10.632492065429688,-4.9961256980896,-1.4279990196228027,6.556915760040283,2.5990242958068848,0.1891544610261917,0
