TSNE_1,TSNE_2,TSNE_3,genre
1.4355016,22.35275,-5.3100467,0
-5.8334284,19.539013,5.224704,0
-6.540523,21.623377,-1.5711849,0
1.4335359,22.367136,-5.291465,0
-4.2676377,20.63327,-0.84197783,0
-14.220675,11.434008,3.7671833,0
4.6382523,27.625235,-0.6884382,0
-14.575405,9.354321,-2.5504704,0
2.2148948,21.51049,5.638461,0
-12.226774,22.13381,0.70751303,0
-7.969601,9.350322,-5.7038755,0
7.4933696,15.420032,-0.44341362,0
-2.1276963,13.167375,3.6687546,0
0.7739365,24.011324,-2.8949928,0
-11.008594,10.481346,0.724413,0
-6.398332,21.943024,3.7708697,0
2.759092,23.910984,-2.7101223,0
-12.455259,14.14594,-3.7912116,0
-10.687443,3.368165,-2.7162855,0
5.903213,21.008465,5.8074956,0
-10.419468,12.723155,4.852086,0
0.9292156,18.894318,5.5833783,0
1.348052,19.98564,-6.891834,0
8.177577,18.452705,-1.080055,0
-4.979302,10.265936,-0.007199411,0
5.63122,21.378523,0.78009725,0
-7.5591455,22.38709,3.5667455,0
-10.3012295,20.616575,3.465095,0
4.6408696,27.62658,-0.6888449,0
-2.3329504,9.15817,-2.7930808,0
-10.2728195,8.04443,-5.504548,0
-5.613801,21.582531,3.6313848,0
4.514924,19.190296,-0.79869443,0
-1.7255093,23.037891,-2.2413502,0
7.8419657,14.204764,-4.6629105,0
-19.727964,-9.669568,-6.910851,0
3.6658523,24.597275,1.7597911,0
-0.38846186,19.414917,-0.9390264,0
-3.5331714,16.580482,4.2122045,0
1.9253997,20.095404,3.3413815,0
-11.412757,14.098266,-1.2699881,0
-5.3903403,2.238903,-3.6921782,0
6.4102077,14.408198,4.530422,0
0.2510172,20.247013,3.689537,0
-0.53100324,24.152609,-1.1280895,0
-5.0736094,3.5970976,-6.1270556,0
3.6748211,24.612091,1.7579113,0
-0.6167495,24.52311,0.20056835,0
-10.810793,13.708866,-0.98026836,0
2.5918083,23.785513,-5.6503425,0
-10.650102,13.714175,-6.2888966,0
2.9719148,19.535742,2.268547,0
-0.17160012,20.075428,5.345226,0
3.442168,21.00671,1.8975365,0
-7.562916,20.942644,-2.4637218,0
-4.6993184,23.106031,3.608858,0
-6.2642775,21.266485,-2.6050136,0
-5.549532,20.330362,3.879604,0
-6.3596272,21.17714,-2.883477,0
-2.478291,22.475029,2.1499858,0
-14.395631,2.3484213,-5.3551726,0
9.159481,10.506264,-4.890922,0
0.48615232,20.4321,3.7395005,0
-5.5668993,21.444473,-0.99859005,0
-2.3898864,18.58454,-6.64312,0
-11.8202915,15.3773365,-1.2035611,0
-12.371683,10.722404,-2.258121,0
-10.026284,13.364197,2.1910157,0
-1.1504589,24.734789,-3.0743654,0
0.8653972,22.968332,-4.2325273,0
2.759182,23.911007,-2.7101912,0
-4.692781,21.069363,5.2671084,0
6.5888333,19.566866,4.1755943,0
4.6354785,9.769564,4.2907257,0
-1.7340779,23.020721,-2.246447,0
3.6994848,23.211285,3.4148417,0
-5.2055683,10.907352,0.42307764,0
7.5833626,20.743364,1.6722709,0
-11.219547,14.882572,-5.4139557,0
5.8869185,22.105167,3.1615899,0
-2.293186,17.799751,2.4958074,0
6.7202377,21.773434,0.80134755,0
-12.990031,13.467585,-2.9364028,0
-5.8423886,19.548897,5.2092853,0
3.1914866,21.840923,0.8951467,0
-6.181303,23.06604,7.040639,0
-4.703726,1.8206555,-4.9474783,0
-4.6543846,20.461685,6.372914,0
-11.141236,14.9492035,-5.461937,0
-6.181303,23.06604,7.040639,0
-14.520528,12.274979,-4.6961927,0
-20.378275,1.9436167,-2.1602943,0
-10.333723,20.065363,3.474922,0
-5.193467,22.02776,0.998296,0
-12.226614,22.133633,0.7073058,0
2.3175645,24.665085,-4.226598,0
-0.6547826,19.419582,0.18319057,0
0.31364757,21.809954,3.9114401,0
-0.16136256,24.259535,-2.3064108,0
1.7742429,18.41244,5.166478,0
5.0528364,2.1168272,-3.1591032,1
17.787907,-1.4069993,-1.5164068,1
7.3855176,-3.1865132,2.8963015,1
17.972494,-0.060661893,-0.61167794,1
23.642334,-11.342274,0.52725166,1
19.10761,-14.055851,-1.6750213,1
18.688227,-11.546943,5.2910256,1
23.703386,-7.535669,-1.869624,1
13.139028,-14.60591,0.859094,1
13.368236,-14.666844,-0.73722,1
15.936171,-8.240848,6.6891646,1
16.550133,-8.077621,-0.055199973,1
22.455296,-0.92542887,-5.591609,1
12.065737,-14.40539,-1.9495351,1
15.123683,-15.896142,2.6231792,1
17.774652,-6.3281426,3.4048588,1
19.105413,-4.5654535,-1.4069117,1
20.496946,-10.58563,-1.0355957,1
20.921967,-8.09216,-0.21391803,1
20.656345,-8.715752,5.19382,1
22.027456,-0.0035024425,-4.258209,1
17.008574,-0.9298335,-2.441643,1
17.636362,-12.500855,1.1369445,1
25.02852,-0.99755484,-5.131339,1
20.119196,-4.4213815,-6.207307,1
7.1914024,-1.2999068,-3.5892034,1
15.29589,-8.507533,-5.928056,1
17.847233,-16.189707,-1.9600699,1
23.775656,-11.061714,0.5685517,1
10.9581175,19.22651,-0.20504871,1
22.148748,-0.17887907,-5.4643784,1
17.97135,-1.7588007,-1.4426404,1
19.10754,-14.056303,-1.6754009,1
15.243562,-21.6239,0.71111417,1
24.036188,-7.8720083,-1.4913881,1
16.652151,-15.482487,-1.3604338,1
19.86995,-6.132755,2.1800718,1
22.360506,-9.89692,0.9336301,1
19.179682,-8.910706,-0.3066448,1
6.6430497,-14.116733,-2.2969716,1
7.877663,-3.3546903,0.25283268,1
20.49651,-10.585598,-1.0355899,1
21.116251,-1.7471018,-6.809411,1
25.55021,-6.0202947,2.6076734,1
9.242528,-7.6627684,-0.1720128,1
14.834172,-15.488686,2.2146869,1
16.198965,-8.056556,5.299744,1
25.124153,-7.003788,0.3593349,1
20.802172,-16.12638,-0.20062777,1
20.944145,-0.26404306,-2.2555764,1
20.847647,-9.692963,-2.057777,1
3.9384186,-20.123251,-0.4067691,1
16.651892,-15.482372,-1.3606908,1
