mfcc1_delta,mfcc2_delta,mfcc3_delta,mfcc4_delta,mfcc5_delta,mfcc6_delta,mfcc7_delta,mfcc8_delta,mfcc9_delta,mfcc10_delta,mfcc11_delta,mfcc12_delta,mfcc13_delta,mfcc14_delta,mfcc15_delta,mfcc16_delta,mfcc17_delta,mfcc18_delta,mfcc19_delta,mfcc20_delta,genre
0.105264700949192,0.0063720610924065,0.0293014235794544,-0.0073636402375996,0.0292956884950399,0.0328015461564064,0.0091665247455239,-0.024215729907155,-0.0108390040695667,0.0144308665767312,0.0020313879940658,-0.0096147488802671,-0.0064489403739571,-0.0227928087115287,-0.0295500084757804,-0.035698365420103,-0.0040610670112073,0.0154034197330474,0.0277634933590888,0.0157841574400663,0
0.1041484698653221,-0.0169839449226856,0.0139901647344231,0.0013504300732165,0.0026475014165043,-0.0097617246210575,-0.0110996039584279,0.001413720077835,-0.0094499830156564,-0.0214546062052249,-0.0163005106151103,-0.0024297076743096,-0.0057925367727875,-0.0130599904805421,-0.0111716324463486,0.0022584504913538,-0.0039625195786356,-0.0014413965400308,-0.0029322796035557,0.0004300687578506,0
0.0298826918005943,0.0284892115741968,-0.0099553866311907,0.0022609028965234,-0.0038516207132488,0.0274264998733997,0.0197706073522567,0.0106382938101887,0.0190539490431547,0.0083391377702355,0.00238888990134,0.0067715211771428,0.0047224918380379,0.0021719969809055,0.0089626936241984,0.0168577171862125,0.0075114732608199,0.0072632846422493,0.0069254413247108,0.0134359393268823,0
-0.0187923926860094,0.0101388460025191,0.0147595079615712,0.0069514554925262,0.0154453990980982,0.017318956553936,-0.0257222615182399,-0.0252687372267246,-0.018114922568202,-0.0014589881757274,-0.0041168476454913,-0.0030960619915276,-0.0050699803978204,-0.0037452222313731,-0.0176865682005882,-0.0295518543571233,0.0053824633359909,0.0108114797621965,0.0095749860629439,0.0019370479276403,0
0.0567768514156341,0.0528182163834571,-0.0102095725014805,-0.0042391936294734,-0.0016267935279756,0.0343223102390766,-0.0050062574446201,0.0082095116376876,-0.0049560070037841,0.0040147630497813,-0.0028966593090444,-0.0041037872433662,0.0001873427972896,0.0111353658139705,-0.0062304981984198,-0.0033217973541468,0.004229427780956,-0.0036181008908897,-0.0063112662173807,0.0072061172686517,0
0.0949675738811492,-0.0046273618936538,0.0057441787794232,-0.0100922463461756,0.0125518841668963,-0.0029748915694653,-0.006517382338643,0.0099453777074813,0.005906478036195,-0.0056306961923837,-0.0103642297908663,-0.0032786962110549,-0.0105457231402397,0.0139373019337654,0.014227227307856,0.0065417811274528,0.0032660150900483,0.0079201282933354,0.0212702360004186,-0.0047934064641594,0
0.0573189333081245,-0.0121308509260416,-0.0146286888048052,-0.0214373432099819,0.0020623838063329,-0.0091159846633672,-0.0225621573626995,-0.0045339618809521,-0.0053351903334259,-0.0219148341566324,0.0269101187586784,0.0035046804696321,-0.0057083638384938,-0.0054078656248748,-0.0205699242651462,-0.0042342557571828,-0.0103231631219387,-0.0060818400233983,0.0208905357867479,0.0087813111022114,0
-0.0301255118101835,0.017896307632327,0.0109199453145265,0.0257073249667882,0.0187053829431533,-0.0299736894667148,-0.0337542593479156,0.0092681860551238,0.0072754551656544,0.014459291473031,-0.003479873528704,0.0067740203812718,0.0047069145366549,0.0003969505196437,-0.0130074480548501,0.0077147223055362,0.0083655156195163,9.738910011947156e-05,0.0051319613121449,0.0004865870578214,0
-0.0462096184492111,0.0233009215444326,-0.0284554604440927,-0.0132028926163911,-0.005033706780523,-0.0082856910303235,0.0182802379131317,0.0129522886127233,-0.0008683407213538,-0.0075042154639959,0.0094071654602885,0.0132644120603799,0.0022175803314894,-0.0050631058402359,-0.0034152227453887,-0.0055749542079865,0.0044808960519731,0.0109009137377142,0.0002878178784158,0.0022099709603935,0
0.0490981675684452,-0.0188990253955125,0.0019410701934248,-0.046036597341299,-0.0109177352860569,-0.0004060196515638,-0.0133910421282053,-0.0153033277019858,0.0016037113964557,0.0070594511926174,0.0052783540450036,-0.0044025420211255,-0.0063353162258863,-0.0043414146639406,3.0436445740633644e-05,-0.0040168268606066,0.0032140922266989,-0.0127723468467593,0.0011893679620698,0.0067794169299304,0
0.0525341741740703,-0.0067496984265744,-0.0093808202072978,-0.0093331849202513,-0.0107327364385128,0.0059187086299061,0.0183366481214761,-0.0020828039851039,-0.009465841576457,-0.0149033535271883,0.0035278662107884,-0.0005419388762675,-0.0068700276315212,0.0037956237792968,0.0042773196473717,0.0039532221853733,0.0121275354176759,0.0065859411843121,0.0066347867250442,-0.0073961257003247,0
0.0002129385829903,0.0173667501658201,-0.0309096723794937,0.0257490538060665,0.0185961984097957,-0.0174809750169515,-0.0221778415143489,-0.0064838803373277,-0.0039569465443491,0.0058272746391594,-0.0026505538262426,-0.0072496682405471,-0.0159615911543369,-0.0100498525425791,0.0002416181523585,0.0099765378981828,0.0078860130161046,0.000725177465938,-0.0033678263425827,-0.0102681694552302,0
-0.1969824880361557,0.0552653260529041,-0.0601624026894569,-0.0186256617307662,-0.0049999766051769,-0.0285012144595384,-0.0177193507552146,-0.0201827865093946,0.0156818367540836,-0.0090221827849745,-0.022612128406763,-0.0215649344027042,0.0111174955964088,0.0061243576928973,-0.0208107978105545,-0.0126602873206138,0.0050384579226374,-0.0053767510689795,-0.0063432403840124,0.0143867693841457,0
0.1478602141141891,0.043602455407381,-0.0438274070620536,-0.0003863258752971,0.0103141656145453,0.0019186023855581,0.0013711225474253,0.0151784885674715,0.0151105793192982,0.0044549969024956,-0.0075136125087738,0.010448845103383,0.0169927701354026,0.010294803418219,0.0172313153743743,0.0116540193557739,-0.0115226991474628,-0.0158243291079998,0.0049365633167326,0.0211580302566289,0
0.1256575137376785,0.0480935387313365,-0.0323687195777893,0.0086113307625055,-0.0153646357357501,0.0169836077839136,0.0190145131200552,0.0017783193616196,0.018719233572483,0.0336086340248584,0.0128416456282138,-0.0023060007952153,0.0021577621810138,0.0129670044407248,0.0206512995064258,0.0068024778738617,-0.0009085927158594,-0.0009546877117827,-0.0002511294442228,-0.0033660966437309,0
0.0468311607837677,-0.0157638676464557,-0.0263215564191341,-0.0290018413215875,-0.0083118770271539,0.014552486129105,0.0065396316349506,0.0025448817759752,-0.005438782274723,0.0027020086999982,0.0014403908280655,-0.0119942370802164,-0.0152480415999889,0.0034060669131577,0.0010570302838459,0.0009679012582637,-0.0002084416337311,0.0108733177185058,0.0030069630593061,-0.0086383437737822,0
-0.0562650859355926,-0.0254210624843835,-0.0421354286372661,-0.0260612238198518,-0.027242662385106,-0.0163024738430976,-0.0151888383552432,-0.0308984704315662,-0.0088780829682946,0.0008040757966227,-0.0159371569752693,0.0254477150738239,0.0343876592814922,0.0197732839733362,-0.0135959144681692,-0.020808158442378,-0.0061388290487229,0.0146900927647948,0.0067073591053485,-0.0073904204182326,0
0.0670077353715896,-0.0087231639772653,0.016068123281002,-0.0065404092893004,-0.0046617030166089,0.0236893855035305,0.0068725943565368,0.0361654721200466,-0.0203838478773832,0.0107666933909058,0.0171971376985311,-0.0056363064795732,-0.005377632100135,0.0216312073171138,0.0219061430543661,0.0136723397299647,0.0155581897124648,0.0090269688516855,-0.0153959263116121,-0.0043328264728188,0
-0.0991696342825889,-0.0004021392960567,0.0656655803322792,0.0011204293696209,0.01526290923357,-0.0067779342643916,0.0193933919072151,0.0242623761296272,-0.0388851277530193,-0.0165151190012693,-0.0030724334064871,0.0066303946077823,-0.0046180081553757,-0.0134815042838454,0.0047950162552297,-0.0004142169782426,-0.0028693706262856,-0.0039127012714743,-0.0004756404669024,-0.0045958585105836,0
0.0269989315420389,0.0031917747110128,-0.0153339440003037,-0.0111177712678909,-0.0269476231187582,0.0053861490450799,-0.0126614803448319,-0.008526038378477,-0.0097616873681545,-0.0043450277298688,-0.0093709509819746,-0.0127937318757176,-0.0046047586947679,0.0015273732133209,0.0092240730300545,-0.0017919822130352,0.000351000460796,-0.0114440722391009,-0.0081283804029226,-0.0020647787023335,0
0.1008005067706108,0.0079217115417122,-0.0199475120753049,-0.013048879802227,-0.0232148524373769,0.0169006995856761,0.0114252157509326,-0.0102891633287072,-0.0056887874379754,-0.0087769320234656,-0.0002160308358725,0.003922760952264,0.0030697204638272,-0.0085737416520714,-0.015033290721476,-0.01766062900424,-0.0101229837164282,-0.0183140430599451,-0.0095826033502817,0.0102144004777073,0
0.0203260853886604,0.1079903319478035,-0.0507136657834053,-0.0241337046027183,0.0021249772980809,0.0115207079797983,0.0199199933558702,0.0085884807631373,0.0102261174470186,0.018871285021305,0.0061586815863847,0.0081028575077652,0.0146938124671578,0.0166775081306695,0.0225081350654363,-0.0025118121411651,-0.010833621956408,-0.0054063010029494,0.000838580657728,-0.005999210756272,0
0.0942763239145279,0.0259086973965168,-0.0257744099944829,-0.0033265051897615,0.0345529690384864,-0.0242319479584693,0.0069619095884263,0.0001855527225416,0.006362026091665,-0.0082382829859852,0.0098865488544106,-0.0010537257185205,0.0036810918245464,4.4732711103279144e-05,0.0085632605478167,0.0180284846574068,-0.007363713812083,-0.0026468783617019,-0.0043259994126856,0.0023545089643448,0
-0.0287030562758445,0.0325826406478881,0.0349602662026882,-0.0474955327808856,-0.0133024249225854,-0.0265468917787075,-0.0034557234030216,0.0007564791012555,0.0059205442667007,-0.0005695906584151,0.0109679596498608,0.0080422554165124,0.0061261006630957,0.0007631356711499,-0.0041365278884768,0.0021256597246974,0.007429894991219,0.005660165566951,0.0013837940059602,0.003569483757019,0
0.1509350091218948,-0.038206722587347,0.002732808701694,-0.025821316987276,-0.0128899123519659,-0.0074888402596116,0.0100061707198619,0.0284279584884643,0.0028149005956947,0.0221632905304431,0.0107916770502924,0.0176485180854797,0.0141539322212338,0.008402919396758,-0.0076618106104433,0.0085265366360545,0.0102241029962897,0.0055991504341363,-0.0100910002365708,0.0037500786129385,0
-0.0332416743040084,-0.0761489197611808,0.0686789751052856,0.016102185472846,0.0197792723774909,0.0248692240566015,0.0098261265084147,0.0019890312105417,0.0046608275733888,-0.0030535086989402,0.009121567942202,0.0028232811018824,0.0003551352710928,0.00587277719751,0.0105509422719478,0.0071033025160431,0.0117699243128299,-0.0007234357181005,-0.0039129643701016,0.0039379121735692,0
0.118118830025196,-0.0296650156378746,0.0041699022985994,-0.0132965892553329,-0.0140129523351788,-0.0060046063736081,0.0135927749797701,0.0230149459093809,-0.0009016869007609,-0.0172510687261819,-0.0090767722576856,-0.0172655712813138,-0.0098280301317572,-0.0080433543771505,-0.004864802584052,0.0021192573476582,0.0068372590467333,-0.0006190721760503,-0.0058478540740907,-0.0047391718253493,0
