mfcc1_delta,mfcc2_delta,mfcc3_delta,mfcc4_delta,mfcc5_delta,mfcc6_delta,mfcc7_delta,mfcc8_delta,mfcc9_delta,mfcc10_delta,mfcc11_delta,mfcc12_delta,mfcc13_delta,mfcc14_delta,mfcc15_delta,mfcc16_delta,mfcc17_delta,mfcc18_delta,mfcc19_delta,mfcc20_delta,genre
-0.0077399765141308,0.0004236851236782,0.0184526517987251,-0.0162334833294153,0.0089843962341547,-0.0031163599342107,0.0038092178292572,-0.0181031078100204,-0.002964201150462,-0.0093798702582716,-0.0020142095163464,0.0030697102192789,0.0076877656392753,-0.0021971657406538,0.0015158413443714,0.0021009272895753,-0.0031650396995246,-0.0010786838829517,-0.0048287725076079,-0.0023813312873244,1
-0.0049406141042709,0.0196652803570032,-0.0323057658970356,0.0119976634159684,0.009959153831005,-0.0124434381723403,0.0060677379369735,-0.0048643834888935,-0.0012242146767675,0.0026394489686936,0.0038517164066433,-0.0083223236724734,-0.0022543994709849,-0.0043392195366322,0.0036746058613061,0.0025354700628668,-0.0022195423953235,-0.0032417182810604,0.0127477487549185,-0.0087642325088381,1
0.1142482087016105,-0.0021811984479427,0.0099785281345248,-0.0285786725580692,-0.0036456927191466,0.0006671272567473,0.0082534942775964,0.0145976739004254,-0.0144796911627054,0.0190583299845457,0.0037451712414622,0.0194120053201913,-0.0035596287343651,0.0096752624958753,0.0008553477819077,0.0064374976791441,-0.0080854855477809,0.0020632171072065,0.0027831653133034,0.0020169760100543,1
-0.0642180666327476,0.0212655998766422,0.0563345216214656,0.0006039376603439,0.0023568123579025,0.0107278609648346,0.001068701967597,-0.0069096419028937,-0.0040319957770407,-0.0043311873450875,0.0078684072941541,-0.0001316911366302,0.0130351167172193,0.0044212937355041,0.0005373219028115,-0.0020193939562886,0.0078956736251711,0.0016353500541299,0.0024646064266562,-0.0108225494623184,1
-0.0326323695480823,0.0149638783186674,-0.0110105322673916,0.0120317274704575,-0.0075316955335438,0.0068485434167087,0.0079719331115484,0.0047575486823916,0.0037876481655985,0.0012230813736096,-0.0053566475398838,-0.0069330153055489,-0.002068726811558,-0.0069916658103466,-0.0060855690389871,0.0058551635593175,0.0062689851038157,-0.0035355789586901,0.0075732544064521,0.0020891446620225,1
0.0210400559008121,-0.0060817338526248,-0.0280278604477643,-0.0030978587456047,0.008876278065145,0.0242948085069656,0.018149385228753,-0.0066883224062621,-0.0010697024408727,0.0014574002707377,0.0197115987539291,0.008499251678586,0.0019143802346661,-0.0096490131691098,-0.0004469538980629,-0.0178909506648778,-0.005535690113902,-0.0187202841043472,-0.0069557102397084,-0.0027483673766255,1
0.0365727096796035,-0.0144628845155239,0.0211216248571872,0.0088112279772758,0.005074989516288,0.0237605310976505,-0.0078843710944056,0.0109540047124028,0.0021993957925587,0.0070047620683908,-0.0055206213146448,-0.001100561232306,0.0032931414898484,0.0067230314016342,0.0065402938053011,-0.0002082812134176,0.0079110385850071,-0.0005616400740109,0.0122237838804721,-0.0004435363807715,1
0.0318183526396751,0.005525083746761,-0.0126911597326397,0.0058731189928948,0.0006348461611196,-0.0011292333947494,0.0039263507351279,0.0138718150556087,0.0052291266620159,-0.0057211858220398,0.0002466247533448,-0.0001202016865136,0.0058703157119452,-0.0130659639835357,-0.0158162619918584,-0.0076163187623023,-0.0040838755667209,0.0028042236808687,0.0096940482035279,0.0105150043964385,1
0.0307415332645177,-0.0473068878054618,0.0063463225960731,0.0084985569119453,0.0117415655404329,0.0115822665393352,-0.0046390038914978,-0.00040224994882,-0.009021152742207,0.0023105386644601,-0.0038049023132771,0.0022114824969321,-0.0093188360333442,-0.0008833705214783,-0.0064948895014822,-0.0022259016986936,-0.0034008037764579,-0.0016741387080401,-0.0024981598835438,0.0035536589566618,1
-0.0185219030827283,-0.0020829723216593,0.0198249332606792,0.0107609843835234,-0.0018730764277279,0.0020903807599097,-0.0062648686580359,0.0065908068791031,-0.0108139142394065,0.0071958424523472,-0.0017829339485615,0.0057949149049818,-0.001707037561573,0.0066513391211628,0.0026174481026828,0.0010776144918054,0.0018879410345107,0.0123066157102584,0.0059920321218669,0.009128269739449,1
