mfcc1_delta,mfcc2_delta,mfcc3_delta,mfcc4_delta,mfcc5_delta,mfcc6_delta,mfcc7_delta,mfcc8_delta,mfcc9_delta,mfcc10_delta,mfcc11_delta,mfcc12_delta,mfcc13_delta,mfcc14_delta,mfcc15_delta,mfcc16_delta,mfcc17_delta,mfcc18_delta,mfcc19_delta,mfcc20_delta,genre
-0.0051543908193707,-0.0054545700550079,0.0009862401057034,-0.0112602710723876,-0.0096871023997664,-0.0086982240900397,-0.0003428072086535,-0.0003001894510816,-0.003892311360687,-0.0021910050418227,0.0005979929119348,-0.0023094522766768,-0.0037037790752947,-0.0061353906057775,-0.0052846097387373,-0.0009509309311397,0.0024250699207186,0.0035694341640919,-0.0008776165777817,-0.0077016111463308,6
-0.0523042380809783,-0.0206793323159217,-0.0161087475717067,0.0026890414301306,0.0019504729425534,0.0084928199648857,-0.0008370417053811,-0.0092570045962929,-0.0156557485461235,-0.0030910819768905,0.0064531303942203,0.0054249456152319,-0.0021144102793186,0.0013597548240795,-0.0056446646340191,-0.0143025629222393,-0.0031366297043859,-0.0102662704885005,-0.0079576540738344,-0.0006973599665798,6
0.0327211208641529,0.0253702644258737,-0.0347429700195789,-0.0030171615071594,-0.0045579657889902,-0.0113859307020902,-0.0076497914269566,-0.0040113818831741,-0.006524127908051,-0.007554346229881,-0.0063194669783115,-0.0035659247078001,0.0031792342197149,-0.0070204664953053,0.008418115787208,-0.0003670340520329,0.0057175592519342,0.0040533947758376,0.0028476221486926,-0.0096307676285505,6
-0.0227297432720661,0.0354279391467571,-0.0327556915581226,0.0097463587298989,0.0044033583253622,-0.0082274638116359,-0.0097474483773112,-0.0033096105325967,-0.0087107494473457,0.0029871007427573,0.0003133406571578,-0.0086320666596293,0.0057294606231153,0.0023883625399321,-0.0044068056158721,-0.0047373287379741,-0.0032802412752062,-0.0020553281065076,-0.0037361322902143,-0.0023857641499489,6
-0.1417306214570999,0.0543307662010192,0.0088066523894667,-0.006165930069983,0.0260105524212121,0.0006422402802854,0.0217123366892337,-0.003545548999682,0.028372349217534,-0.0097092185169458,0.0304568149149417,-0.005872587673366,0.0012975209392607,0.0014754337025806,0.013142667710781,-0.018419399857521,-0.0086251674219965,0.0043308772146701,0.0092983497306704,-0.0108131086453795,6
0.0124295698478817,-0.0329613462090492,0.0419581048190593,0.004782376345247,0.0060059111565351,0.0025898751337081,-0.0183154661208391,0.008990122936666,0.0035309840459376,0.0127949519082903,0.0082032838836312,-0.0033106373157352,-0.0017327484674751,-0.0004358955484349,0.0020277136936783,0.0007481261272914,0.0191302485764026,0.0015520020388066,0.0004910854622721,-0.0145875355228781,6
-0.0124593116343021,0.0029719087760895,-0.003365830052644,-0.0170275308191776,-0.0004476634203456,0.020882261916995,0.0042819329537451,0.0011861820239573,0.0011029246961697,0.0076645095832645,0.0055448948405683,-0.0041105384007096,0.014334101229906,-0.0018594684079289,0.0060998243279755,-0.0068103736266493,-0.0083105042576789,-0.007170467171818,0.0044234748929739,0.0111457789316773,6
0.0156844463199377,0.0096912998706102,-0.006794371176511,0.0128187462687492,0.010036589577794,-0.0043859556317329,0.0114404316991567,0.0015259493375197,0.0029152466449886,0.0109049472957849,0.0126201510429382,0.0041910246945917,0.0127128502354025,-0.004686230327934,0.0027194656431674,0.0017144121229648,0.0013513948069885,0.0022757647093385,0.0012380009284242,-0.0047388896346092,6
-0.0047333859838545,-0.0004096115881111,0.0027720294892787,0.0068557383492589,-4.522466770140454e-05,0.0011960588162764,0.0035441000945866,-0.0050143385306,0.0126060843467712,-0.0003313656779937,-0.0022431493271142,0.0070739947259426,-7.59111499064602e-05,0.0071616997011005,-0.0040355576202273,0.0037619324866682,-0.000835743616335,0.0075677768327295,0.0061554592102766,0.0061866394244134,6
-0.0151983089745044,0.0231770444661378,0.0095833549275994,-0.0083877770230174,-0.0296545587480068,-0.0135333463549613,0.023605216294527,0.0039663300849497,0.0107722384855151,0.0041816323064267,-0.0100848022848367,-0.0071941600181162,0.014139630831778,0.0132797770202159,-0.0051017077639698,-0.0107613671571016,-0.0060684038326144,-0.0038181683048605,0.00860346108675,0.0146449962630867,6
0.231264054775238,-0.0621278658509254,-0.037863653153181,-0.0127049218863248,-0.0070921503938734,0.019556151703,-0.0010468013351783,-0.0139791900292038,0.0013900585472583,0.0080569051206111,-0.0027683568187057,-0.0038852975703775,0.0019067681860178,-0.0012105364585295,0.0040571079589426,-0.0002608142385724,0.0004161965916864,0.0038255217950791,0.0052776257507503,0.0098435273393988,6
-0.0658645927906036,0.0312196742743253,-0.0055250371806323,0.0121241072192788,0.0120207984000444,-0.0102992355823516,0.0112311728298664,-0.0085334936156868,0.0033048861660063,-0.0014830697327852,0.0131360255181789,-0.0140868565067648,0.0055946083739399,-0.0035058034118264,0.0038197338581085,-0.0063778166659176,0.0085898162797093,-0.0060992930084466,-0.0020831986330449,-0.0097375810146331,6
0.0079350490123033,0.0118017708882689,0.007891695946455,0.018595477566123,0.0021031086798757,0.0045541832223534,0.0085780220106244,-0.0056420089676976,0.0042517348192632,0.0011914942879229,0.0029803721699863,0.0044345841743052,0.0040030595846474,-0.0026676943525671,-0.0007705072057433,0.004553485661745,-0.0013647174928337,-0.0037110496778041,-0.0041961828246712,0.0012492417590692,6
0.0014682100154459,0.000686987710651,0.0159128364175558,-0.0127037949860095,-0.0079208090901374,-0.0009127467055805,0.0120727699249982,-0.0038551797624677,0.0132934274151921,-0.0120564280077815,-0.00799838360399,0.0267234146595001,0.001093185856007,0.0082806497812271,-0.0222182404249906,-0.0308840405195951,-0.0045810560695827,0.0066085648722946,-0.0245818831026554,0.0041891019791364,6
-0.0126111498102545,-0.0130117535591125,0.0179908815771341,0.0083311237394809,0.0025200014933943,-0.0062762782908976,-0.0021386286243796,-0.0087743336334824,-0.0084456326439976,-0.0143765481188893,-0.0015781646361574,-0.0027982590254396,-0.0052426923066377,-0.0053792870603501,-0.0025246031582355,0.015822384506464,0.0032248382922261,-0.0022094862069934,0.0041750166565179,0.0166127551347017,6
0.0051357597112655,0.0220549385994672,-0.0267961528152227,0.0266049467027187,0.0017242062604054,0.0166797991842031,-0.0046814149245619,0.0118160983547568,0.0111812371760606,-0.0204606018960475,0.0070991152897477,0.0045534749515354,-0.0057590133510529,0.0035957091022282,-0.0013219508109614,0.0027541539166122,0.0025556513573974,-0.0049274885095655,0.0021054968237876,0.0050190272741019,6
